Hour,Date/hour start,Solar electricity generation (kWh),Electricity usage (kWh),excess_solar_generation_kwh,battery_charge_kwh
14,2020-04-11 14:00,1.005,0.2309999999999999,0.774,12.5
15,2020-04-11 15:00,0.597,0.249,0.348,12.5
16,2020-04-11 16:00,0.81,0.369,0.44100000000000006,12.5
17,2020-04-11 17:00,0.2189999999999999,1.098,0.0,12.5
18,2020-04-11 18:00,0.12,1.617,0.0,12.5
19,2020-04-11 19:00,0.03,1.0164,0.0,12.5
20,2020-04-11 20:00,0.006,1.1286,0.0,12.5
21,2020-04-11 21:00,0.0,0.801,0.0,12.5
22,2020-04-11 22:00,0.009,1.455,0.0,12.5
23,2020-04-11 23:00,0.0,0.8419157999999999,0.0,12.5
0,2020-04-12 00:00,0.0,0.8639136,0.0,12.5
1,2020-04-12 01:00,0.0,0.359964,0.0,12.5
2,2020-04-12 02:00,0.0,0.3739625999999999,0.0,12.5
3,2020-04-12 03:00,0.0,0.288,0.0,12.5
4,2020-04-12 04:00,0.006,0.3,0.0,12.5
5,2020-04-12 05:00,0.015,0.4229999999999999,0.0,12.5
6,2020-04-12 06:00,0.009,0.5249999999999999,0.0,12.5
7,2020-04-12 07:00,0.402,0.8819999999999999,0.0,12.5
8,2020-04-12 08:00,0.654,0.624,0.030000000000000027,12.5
9,2020-04-12 09:00,1.023,24.84,0.0,12.5
10,2020-04-12 10:00,1.146,0.759,0.3869999999999999,12.5
11,2020-04-12 11:00,1.302,22.506,0.0,12.5
12,2020-04-12 12:00,1.782,0.645,1.137,12.5
13,2020-04-12 13:00,1.284,0.492,0.792,12.5
14,2020-04-12 14:00,0.8130000000000001,0.5609999999999999,0.2520000000000001,12.5
15,2020-04-12 15:00,0.765,0.4379999999999999,0.3270000000000001,12.5
16,2020-04-12 16:00,0.411,0.408,0.0030000000000000027,12.5
17,2020-04-12 17:00,0.6960000000000001,1.125,0.0,12.5
18,2020-04-12 18:00,0.195,2.2044,0.0,12.5
19,2020-04-12 19:00,0.021,1.2144,0.0,12.5
20,2020-04-12 20:00,0.0,0.6666000000000002,0.0,12.5
21,2020-04-12 21:00,0.006,0.303,0.0,12.5
22,2020-04-12 22:00,0.006,0.663,0.0,12.5
23,2020-04-12 23:00,0.0,0.483,0.0,12.5
0,2020-04-13 00:00,0.0,0.708,0.0,12.5
1,2020-04-13 01:00,0.0,0.5539446,0.0,12.5
2,2020-04-13 02:00,0.0,0.3979602,0.0,12.5
3,2020-04-13 03:00,0.0,0.4499999999999999,0.0,12.5
4,2020-04-13 04:00,0.012,0.2249999999999999,0.0,12.5
5,2020-04-13 05:00,0.006,0.2249999999999999,0.0,12.5
6,2020-04-13 06:00,0.237,0.651,0.0,12.5
7,2020-04-13 07:00,0.36,0.5940000000000001,0.0,12.5
8,2020-04-13 08:00,0.633,0.516,0.11699999999999999,12.5
9,2020-04-13 09:00,1.5630000000000002,0.4469999999999999,1.1160000000000003,12.5
10,2020-04-13 10:00,1.494,0.333,1.161,12.5
11,2020-04-13 11:00,1.7519999999999998,0.318,1.4339999999999997,12.5
12,2020-04-13 12:00,1.4129999999999998,0.207,1.2059999999999997,12.5
13,2020-04-13 13:00,1.4489999999999998,0.252,1.1969999999999998,12.5
14,2020-04-13 14:00,1.407,0.597,0.81,12.5
15,2020-04-13 15:00,1.77,0.324,1.446,12.5
16,2020-04-13 16:00,0.849,0.249,0.6,12.5
17,2020-04-13 17:00,0.201,0.5489999999999999,0.0,12.5
18,2020-04-13 18:00,0.1169999999999999,1.6896000000000002,0.0,12.5
19,2020-04-13 19:00,0.039,1.5576,0.0,12.5
20,2020-04-13 20:00,0.0,0.6666000000000002,0.0,12.5
21,2020-04-13 21:00,0.015,0.306,0.0,12.5
22,2020-04-13 22:00,0.006,0.312,0.0,12.5
23,2020-04-13 23:00,0.0,0.309,0.0,12.5
0,2020-04-14 00:00,0.0,0.582,0.0,12.5
1,2020-04-14 01:00,0.0,0.4799519999999999,0.0,12.5
2,2020-04-14 02:00,0.0,0.1519847999999999,0.0,12.5
3,2020-04-14 03:00,0.0,0.333,0.0,12.5
4,2020-04-14 04:00,0.012,0.5880000000000001,0.0,12.5
5,2020-04-14 05:00,0.006,0.2159999999999999,0.0,12.5
6,2020-04-14 06:00,0.21,0.2339999999999999,0.0,12.5
7,2020-04-14 07:00,0.75,0.618,0.132,12.5
8,2020-04-14 08:00,3.0569999999999995,0.762,2.2949999999999995,12.5
9,2020-04-14 09:00,5.727,0.327,5.4,12.5
10,2020-04-14 10:00,5.952,0.264,5.688,12.5
11,2020-04-14 11:00,2.586,0.2189999999999999,2.367,12.5
12,2020-04-14 12:00,3.225,0.327,2.898,12.5
13,2020-04-14 13:00,4.056,25.161,0.0,12.5
14,2020-04-14 14:00,6.404999999999999,0.1079999999999999,6.297,12.5
15,2020-04-14 15:00,4.224,0.177,4.047000000000001,12.5
16,2020-04-14 16:00,2.334,0.369,1.965,12.5
17,2020-04-14 17:00,1.443,0.8280000000000001,0.615,12.5
18,2020-04-14 18:00,0.48,2.5806000000000004,0.0,12.5
19,2020-04-14 19:00,0.024,2.6004,0.0,12.5
20,2020-04-14 20:00,0.009,2.9238,0.0,12.5
21,2020-04-14 21:00,0.006,1.032,0.0,12.5
22,2020-04-14 22:00,0.0,25.683,0.0,12.5
23,2020-04-14 23:00,0.0,5.547445199999999,0.0,12.5
0,2020-04-15 00:00,0.0,0.7939206,0.0,12.5
1,2020-04-15 01:00,0.0,0.2020798,0.0,12.5
2,2020-04-15 02:00,0.0,0.379962,0.0,12.5
3,2020-04-15 03:00,0.0,0.21,0.0,12.5
4,2020-04-15 04:00,0.003,0.2249999999999999,0.0,12.5
5,2020-04-15 05:00,0.009,0.495,0.0,12.5
6,2020-04-15 06:00,0.2159999999999999,0.924,0.0,12.5
7,2020-04-15 07:00,0.492,2.574,0.0,12.5
8,2020-04-15 08:00,1.119,2.349,0.0,12.5
9,2020-04-15 09:00,1.041,1.944,0.0,12.5
10,2020-04-15 10:00,1.857,2.217,0.0,12.5
11,2020-04-15 11:00,2.157,7.572,0.0,12.5
12,2020-04-15 12:00,4.263,9.288,0.0,12.5
13,2020-04-15 13:00,1.947,0.2309999999999999,1.7160000000000002,12.5
14,2020-04-15 14:00,2.529,0.528,2.001,12.5
15,2020-04-15 15:00,2.493,0.327,2.166,12.5
16,2020-04-15 16:00,1.5750000000000002,0.4559999999999999,1.1190000000000002,12.5
17,2020-04-15 17:00,0.8370000000000001,1.521,0.0,12.5
18,2020-04-15 18:00,0.066,2.7786,0.0,12.5
19,2020-04-15 19:00,0.0539999999999999,2.4024000000000005,0.0,12.5
20,2020-04-15 20:00,0.003,6.6066,0.0,12.5
21,2020-04-15 21:00,0.006,1.488,0.0,12.5
22,2020-04-15 22:00,0.018,26.328,0.0,12.5
23,2020-04-15 23:00,0.0,0.8819117999999999,0.0,12.5
0,2020-04-16 00:00,0.0,0.6519347999999999,0.0,12.5
1,2020-04-16 01:00,0.0,0.1379862,0.0,12.5
2,2020-04-16 02:00,0.0,0.1959804,0.0,12.5
3,2020-04-16 03:00,0.0,0.558,0.0,12.5
4,2020-04-16 04:00,0.003,0.2309999999999999,0.0,12.5
5,2020-04-16 05:00,0.021,0.2309999999999999,0.0,12.5
6,2020-04-16 06:00,1.083,0.486,0.597,12.5
7,2020-04-16 07:00,2.517,1.311,1.206,12.5
8,2020-04-16 08:00,5.865,0.294,5.571000000000001,12.5
9,2020-04-16 09:00,7.734,0.0,7.734,12.5
10,2020-04-16 10:00,1.392,0.21,1.182,12.5
11,2020-04-16 11:00,2.325,0.501,1.8240000000000003,12.5
12,2020-04-16 12:00,1.566,0.417,1.149,12.5
13,2020-04-16 13:00,3.639,0.642,2.997,12.5
14,2020-04-16 14:00,1.26,0.4559999999999999,0.804,12.5
15,2020-04-16 15:00,1.521,0.5700000000000001,0.9509999999999998,12.5
16,2020-04-16 16:00,1.455,0.345,1.11,12.5
17,2020-04-16 17:00,0.666,0.849,0.0,12.5
18,2020-04-16 18:00,0.264,10.329,0.0,12.5
19,2020-04-16 19:00,0.024,3.6696,0.0,12.5
20,2020-04-16 20:00,0.024,3.5376000000000003,0.0,12.5
21,2020-04-16 21:00,0.006,1.743,0.0,12.5
22,2020-04-16 22:00,0.012,32.571,0.0,12.5
23,2020-04-16 23:00,0.0,0.689931,0.0,12.5
0,2020-04-17 00:00,0.0,0.2419758,0.0,12.5
1,2020-04-17 01:00,0.0,0.3219677999999999,0.0,12.5
2,2020-04-17 02:00,0.0,0.2919708,0.0,12.5
3,2020-04-17 03:00,0.0,0.288,0.0,12.5
4,2020-04-17 04:00,0.012,0.354,0.0,12.5
5,2020-04-17 05:00,0.018,0.2339999999999999,0.0,12.5
6,2020-04-17 06:00,0.681,4.986,0.0,12.5
7,2020-04-17 07:00,1.26,0.885,0.375,12.5
8,2020-04-17 08:00,3.846,0.252,3.5940000000000003,12.5
9,2020-04-17 09:00,5.376,0.0,5.376,12.5
10,2020-04-17 10:00,4.247999999999999,0.345,3.9029999999999996,12.5
11,2020-04-17 11:00,3.816,0.186,3.63,12.5
12,2020-04-17 12:00,4.143,0.156,3.9869999999999997,12.5
13,2020-04-17 13:00,6.195,0.0,6.195,12.5
14,2020-04-17 14:00,5.232,0.3,4.932,12.5
15,2020-04-17 15:00,2.3280000000000003,1.098,1.2300000000000002,12.5
16,2020-04-17 16:00,2.193,5.795999999999999,0.0,12.5
17,2020-04-17 17:00,0.615,0.8340000000000001,0.0,12.5
18,2020-04-17 18:00,0.2309999999999999,1.2144,0.0,12.5
19,2020-04-17 19:00,0.009,17.3118,0.0,12.5
20,2020-04-17 20:00,0.012,7.378800000000001,0.0,12.5
21,2020-04-17 21:00,0.006,1.5990000000000002,0.0,12.5
22,2020-04-17 22:00,0.006,25.362,0.0,12.5
23,2020-04-17 23:00,0.0,13.4805,0.0,12.5
0,2020-04-18 00:00,0.0,1.119888,0.0,12.5
1,2020-04-18 01:00,13.05,0.3159684,12.734031600000002,12.5
2,2020-04-18 02:00,0.0,0.1659834,0.0,12.5
3,2020-04-18 03:00,0.0,0.195,0.0,12.5
4,2020-04-18 04:00,0.006,0.336,0.0,12.5
5,2020-04-18 05:00,0.018,0.252,0.0,12.5
6,2020-04-18 06:00,0.987,0.5880000000000001,0.3989999999999999,12.5
7,2020-04-18 07:00,2.916,5.571,0.0,12.5
8,2020-04-18 08:00,4.9830000000000005,0.879,4.104000000000001,12.5
9,2020-04-18 09:00,6.534,0.708,5.826,12.5
10,2020-04-18 10:00,7.587,0.321,7.266,12.5
11,2020-04-18 11:00,8.415000000000001,0.243,8.172,12.5
12,2020-04-18 12:00,8.106,0.4559999999999999,7.65,12.5
13,2020-04-18 13:00,7.413,0.654,6.759,12.5
14,2020-04-18 14:00,6.048,0.375,5.673,12.5
15,2020-04-18 15:00,4.101,0.51,3.591,12.5
16,2020-04-18 16:00,1.812,0.6900000000000001,1.1219999999999999,12.5
17,2020-04-18 17:00,0.4529999999999999,1.017,0.0,12.5
18,2020-04-18 18:00,0.267,30.320400000000003,0.0,12.5
19,2020-04-18 19:00,0.0569999999999999,1.9074,0.0,12.5
20,2020-04-18 20:00,0.0,3.2406,0.0,12.5
21,2020-04-18 21:00,0.003,1.533,0.0,12.5
22,2020-04-18 22:00,0.006,26.187,0.0,12.5
23,2020-04-18 23:00,0.0,0.9379062,0.0,12.5
0,2020-04-19 00:00,0.0,0.3859613999999999,0.0,12.5
1,2020-04-19 01:00,0.0,0.2259774,0.0,12.5
2,2020-04-19 02:00,0.0,0.1539845999999999,0.0,12.5
3,2020-04-19 03:00,0.0,0.483,0.0,12.5
4,2020-04-19 04:00,0.012,0.324,0.0,12.5
5,2020-04-19 05:00,0.003,0.339,0.0,12.5
6,2020-04-19 06:00,0.648,0.474,0.17400000000000004,12.5
7,2020-04-19 07:00,3.096,0.885,2.2110000000000003,12.5
8,2020-04-19 08:00,5.103,0.381,4.7219999999999995,12.5
9,2020-04-19 09:00,6.564,0.516,6.048,12.5
10,2020-04-19 10:00,7.649999999999999,0.192,7.457999999999998,12.5
11,2020-04-19 11:00,8.307,0.0,8.307,12.5
12,2020-04-19 12:00,8.043,0.0,8.043,12.5
13,2020-04-19 13:00,7.494000000000001,0.363,7.131,12.5
14,2020-04-19 14:00,5.976,0.2249999999999999,5.751,12.5
15,2020-04-19 15:00,4.122,0.045,4.077,12.5
16,2020-04-19 16:00,1.875,0.501,1.374,12.5
17,2020-04-19 17:00,0.4289999999999999,0.345,0.08399999999999991,12.5
18,2020-04-19 18:00,0.243,0.5742,0.0,12.5
19,2020-04-19 19:00,0.039,5.174400000000001,0.0,12.5
20,2020-04-19 20:00,0.0,5.352600000000001,0.0,12.5
21,2020-04-19 21:00,0.021,1.125,0.0,12.5
22,2020-04-19 22:00,0.015,25.596,0.0,12.5
23,2020-04-19 23:00,0.0,1.5238476,0.0,12.5
0,2020-04-20 00:00,0.0,0.4039596,0.0,12.5
1,2020-04-20 01:00,0.0,0.1259874,0.0,12.5
2,2020-04-20 02:00,0.0,0.1339866,0.0,12.5
3,2020-04-20 03:00,0.0,0.4559999999999999,0.0,12.5
4,2020-04-20 04:00,0.009,0.327,0.0,12.5
5,2020-04-20 05:00,0.009,0.2339999999999999,0.0,12.5
6,2020-04-20 06:00,0.789,0.2309999999999999,0.5580000000000002,12.5
7,2020-04-20 07:00,2.469,0.4469999999999999,2.022,12.5
8,2020-04-20 08:00,4.526999999999999,1.302,3.224999999999999,12.5
9,2020-04-20 09:00,5.973000000000001,1.221,4.752000000000001,12.5
10,2020-04-20 10:00,6.968999999999999,0.0,6.968999999999999,12.5
11,2020-04-20 11:00,7.887,0.156,7.731,12.5
12,2020-04-20 12:00,7.557,0.009,7.548,12.5
13,2020-04-20 13:00,6.767999999999999,0.2189999999999999,6.548999999999999,12.5
14,2020-04-20 14:00,5.316,0.033,5.2829999999999995,12.5
15,2020-04-20 15:00,3.633,0.399,3.234,12.5
16,2020-04-20 16:00,2.568,0.4589999999999999,2.109,12.5
17,2020-04-20 17:00,0.783,0.4289999999999999,0.35400000000000015,12.5
18,2020-04-20 18:00,0.339,5.4648,0.0,12.5
19,2020-04-20 19:00,0.03,1.8678,0.0,12.5
20,2020-04-20 20:00,0.015,2.6928,0.0,12.5
21,2020-04-20 21:00,0.003,1.131,0.0,12.5
22,2020-04-20 22:00,0.015,1.779,0.0,12.5
23,2020-04-20 23:00,0.0,1.455,0.0,12.5
0,2020-04-21 00:00,0.0,0.8639136,0.0,12.5
1,2020-04-21 01:00,0.0,0.8899109999999999,0.0,12.5
2,2020-04-21 02:00,0.0,0.8519148,0.0,12.5
3,2020-04-21 03:00,0.0,0.3,0.0,12.5
4,2020-04-21 04:00,0.0,0.5700000000000001,0.0,12.5
5,2020-04-21 05:00,0.003,0.2309999999999999,0.0,12.5
6,2020-04-21 06:00,0.906,0.2309999999999999,0.6750000000000002,12.5
7,2020-04-21 07:00,2.022,6.588000000000001,0.0,12.5
8,2020-04-21 08:00,4.149,0.249,3.9,12.5
9,2020-04-21 09:00,6.39,0.279,6.111,12.5
10,2020-04-21 10:00,7.308,0.063,7.245,12.5
11,2020-04-21 11:00,8.535,0.0569999999999999,8.478,12.5
12,2020-04-21 12:00,8.214,24.987,0.0,12.5
13,2020-04-21 13:00,6.449999999999999,1.32,5.129999999999999,12.5
14,2020-04-21 14:00,5.604,1.644,3.96,12.5
15,2020-04-21 15:00,4.011,0.618,3.3930000000000002,12.5
16,2020-04-21 16:00,1.233,0.63,0.6030000000000001,12.5
17,2020-04-21 17:00,0.921,0.7020000000000001,0.21899999999999997,12.5
18,2020-04-21 18:00,0.4259999999999999,1.7820000000000005,0.0,12.5
19,2020-04-21 19:00,0.048,1.386,0.0,12.5
20,2020-04-21 20:00,0.015,1.98,0.0,12.5
21,2020-04-21 21:00,0.006,1.4249999999999998,0.0,12.5
22,2020-04-21 22:00,0.0,1.1760000000000002,0.0,12.5
23,2020-04-21 23:00,0.0,0.8459153999999999,0.0,12.5
0,2020-04-22 00:00,0.0,0.3279671999999999,0.0,12.5
1,2020-04-22 01:00,0.0,0.2959703999999999,0.0,12.5
2,2020-04-22 02:00,0.0,0.1279872,0.0,12.5
3,2020-04-22 03:00,0.0,0.318,0.0,12.5
4,2020-04-22 04:00,0.006,0.33,0.0,12.5
5,2020-04-22 05:00,0.0,0.486,0.0,12.5
6,2020-04-22 06:00,0.711,0.4619999999999999,0.24900000000000005,12.5
7,2020-04-22 07:00,2.931,0.498,2.433,12.5
8,2020-04-22 08:00,4.977,0.5820000000000001,4.3950000000000005,12.5
9,2020-04-22 09:00,6.684000000000001,6.117000000000001,0.5670000000000002,12.5
10,2020-04-22 10:00,7.374,24.543,0.0,12.5
11,2020-04-22 11:00,8.325,0.1139999999999999,8.210999999999999,12.5
12,2020-04-22 12:00,7.926,0.078,7.848,12.5
13,2020-04-22 13:00,7.314,0.015,7.299,12.5
14,2020-04-22 14:00,6.285,0.0539999999999999,6.231,12.5
15,2020-04-22 15:00,4.191,0.471,3.7199999999999998,12.5
16,2020-04-22 16:00,2.112,8.469,0.0,12.5
17,2020-04-22 17:00,0.6060000000000001,0.999,0.0,12.5
18,2020-04-22 18:00,0.363,0.957,0.0,12.5
19,2020-04-22 19:00,0.1109999999999999,0.8184,0.0,12.5
20,2020-04-22 20:00,0.009,2.772,0.0,12.5
21,2020-04-22 21:00,0.0,1.326,0.0,12.5
22,2020-04-22 22:00,0.015,2.118,0.0,12.5
23,2020-04-22 23:00,0.0,1.459854,0.0,12.5
0,2020-04-23 00:00,0.0,1.1518847999999997,0.0,12.5
1,2020-04-23 01:00,0.0,0.5739426,0.0,12.5
2,2020-04-23 02:00,0.0,0.5619438,0.0,12.5
3,2020-04-23 03:00,0.0,0.741,0.0,12.5
4,2020-04-23 04:00,0.018,0.765,0.0,12.5
5,2020-04-23 05:00,0.021,0.66,0.0,12.5
6,2020-04-23 06:00,1.197,1.182,0.015000000000000124,12.5
7,2020-04-23 07:00,3.159,7.515,0.0,12.5
8,2020-04-23 08:00,5.5920000000000005,0.03,5.562,12.5
9,2020-04-23 09:00,5.271,1.254,4.0169999999999995,12.5
10,2020-04-23 10:00,1.371,1.845,0.0,12.5
11,2020-04-23 11:00,7.461,1.53,5.931,12.5
12,2020-04-23 12:00,4.341,0.072,4.269,12.5
13,2020-04-23 13:00,6.666,0.384,6.282,12.5
14,2020-04-23 14:00,5.211,0.243,4.968,12.5
15,2020-04-23 15:00,3.966,0.207,3.7590000000000003,12.5
16,2020-04-23 16:00,1.998,0.567,1.431,12.5
17,2020-04-23 17:00,0.912,0.567,0.3450000000000001,12.5
18,2020-04-23 18:00,0.4259999999999999,12.243,0.0,12.5
19,2020-04-23 19:00,0.03,13.4442,0.0,12.5
20,2020-04-23 20:00,0.003,8.976,0.0,12.5
21,2020-04-23 21:00,0.006,1.548,0.0,12.5
22,2020-04-23 22:00,0.024,1.731,0.0,12.5
23,2020-04-23 23:00,0.0,0.6939306,0.0,12.5
0,2020-04-24 00:00,0.0,1.129887,0.0,12.5
1,2020-04-24 01:00,0.0,1.2398759999999998,0.0,12.5
2,2020-04-24 02:00,0.0,0.209979,0.0,12.5
3,2020-04-24 03:00,0.0,0.288,0.0,12.5
4,2020-04-24 04:00,0.015,0.6060000000000001,0.0,12.5
5,2020-04-24 05:00,0.003,0.474,0.0,12.5
6,2020-04-24 06:00,0.5489999999999999,0.489,0.05999999999999994,12.5
7,2020-04-24 07:00,0.5369999999999999,0.264,0.2729999999999999,12.5
8,2020-04-24 08:00,1.182,1.281,0.0,12.5
9,2020-04-24 09:00,2.355,1.488,0.867,12.5
10,2020-04-24 10:00,2.7750000000000004,0.153,2.6220000000000003,12.5
11,2020-04-24 11:00,2.631,0.141,2.4899999999999998,12.5
12,2020-04-24 12:00,2.856,0.153,2.703,12.5
13,2020-04-24 13:00,2.349,0.417,1.9320000000000002,12.5
14,2020-04-24 14:00,2.3760000000000003,0.27,2.1060000000000003,12.5
15,2020-04-24 15:00,2.475,0.267,2.208,12.5
16,2020-04-24 16:00,1.11,8.382,0.0,12.5
17,2020-04-24 17:00,0.522,1.032,0.0,12.5
18,2020-04-24 18:00,0.174,1.9206,0.0,12.5
19,2020-04-24 19:00,0.024,13.4508,0.0,12.5
20,2020-04-24 20:00,0.021,3.399,0.0,12.5
21,2020-04-24 21:00,0.015,1.6470000000000002,0.0,12.5
22,2020-04-24 22:00,0.033,8.363999999999999,0.0,12.5
23,2020-04-24 23:00,0.0,0.6999299999999998,0.0,12.5
0,2020-04-25 00:00,0.0,0.3259673999999999,0.0,12.5
1,2020-04-25 01:00,0.0,0.1359864,0.0,12.5
2,2020-04-25 02:00,0.0,0.1379862,0.0,12.5
3,2020-04-25 03:00,0.0,0.183,0.0,12.5
4,2020-04-25 04:00,0.018,0.492,0.0,12.5
5,2020-04-25 05:00,0.012,0.4529999999999999,0.0,12.5
6,2020-04-25 06:00,0.4529999999999999,0.498,0.0,12.5
7,2020-04-25 07:00,0.684,6.591,0.0,12.5
8,2020-04-25 08:00,2.0340000000000003,8.562000000000001,0.0,12.5
9,2020-04-25 09:00,6.87,0.0,6.87,12.5
10,2020-04-25 10:00,9.435,0.0,9.435,12.5
11,2020-04-25 11:00,1.887,0.201,1.686,12.5
12,2020-04-25 12:00,2.709,0.393,2.316,12.5
13,2020-04-25 13:00,1.524,0.192,1.332,12.5
14,2020-04-25 14:00,8.616,0.0,8.616,12.5
15,2020-04-25 15:00,4.173,0.33,3.843,12.5
16,2020-04-25 16:00,0.096,5.475,0.0,12.5
17,2020-04-25 17:00,1.323,0.687,0.6359999999999999,12.5
18,2020-04-25 18:00,0.252,4.356,0.0,12.5
19,2020-04-25 19:00,0.048,3.8544,0.0,12.5
20,2020-04-25 20:00,0.0,2.9040000000000004,0.0,12.5
21,2020-04-25 21:00,0.0,1.596,0.0,12.5
22,2020-04-25 22:00,0.0,26.469,0.0,12.5
23,2020-04-25 23:00,0.0,0.639936,0.0,12.5
0,2020-04-26 00:00,0.0,1.1138886,0.0,12.5
1,2020-04-26 01:00,0.0,0.4459554,0.0,12.5
2,2020-04-26 02:00,0.0,0.1459854,0.0,12.5
3,2020-04-26 03:00,0.0,0.201,0.0,12.5
4,2020-04-26 04:00,0.012,0.2189999999999999,0.0,12.5
5,2020-04-26 05:00,0.2129999999999999,0.501,0.0,12.5
6,2020-04-26 06:00,1.614,1.596,0.018000000000000016,12.5
7,2020-04-26 07:00,3.957,0.8699999999999999,3.0869999999999997,12.5
8,2020-04-26 08:00,5.889,0.336,5.553,12.5
9,2020-04-26 09:00,1.998,0.321,1.677,12.5
10,2020-04-26 10:00,2.586,0.303,2.283,12.5
11,2020-04-26 11:00,2.154,0.585,1.569,12.5
12,2020-04-26 12:00,3.4319999999999995,0.2309999999999999,3.2009999999999996,12.5
13,2020-04-26 13:00,9.912,0.051,9.861,12.5
14,2020-04-26 14:00,6.474,0.492,5.982,12.5
15,2020-04-26 15:00,2.301,0.6900000000000001,1.6110000000000002,12.5
16,2020-04-26 16:00,1.629,0.4679999999999999,1.161,12.5
17,2020-04-26 17:00,0.5760000000000001,0.534,0.04200000000000004,12.5
18,2020-04-26 18:00,0.258,13.4244,0.0,12.5
19,2020-04-26 19:00,0.0569999999999999,3.2736,0.0,12.5
20,2020-04-26 20:00,0.015,3.0228000000000006,0.0,12.5
21,2020-04-26 21:00,0.0,1.6230000000000002,0.0,12.5
22,2020-04-26 22:00,0.018,1.7159999999999995,0.0,12.5
23,2020-04-26 23:00,0.0,0.8019198,0.0,12.5
0,2020-04-27 00:00,0.0,0.4119587999999999,0.0,12.5
1,2020-04-27 01:00,0.0,0.2139786,0.0,12.5
2,2020-04-27 02:00,0.0,0.2079792,0.0,12.5
3,2020-04-27 03:00,0.0,0.333,0.0,12.5
4,2020-04-27 04:00,0.009,0.615,0.0,12.5
5,2020-04-27 05:00,0.006,0.591,0.0,12.5
6,2020-04-27 06:00,0.513,0.243,0.27,12.5
7,2020-04-27 07:00,0.801,0.591,0.21000000000000008,12.5
8,2020-04-27 08:00,0.5820000000000001,0.4649999999999999,0.11700000000000016,12.5
9,2020-04-27 09:00,1.5870000000000002,0.2129999999999999,1.3740000000000003,12.5
10,2020-04-27 10:00,1.836,0.2249999999999999,1.6110000000000002,12.5
11,2020-04-27 11:00,0.687,0.483,0.20400000000000007,12.5
12,2020-04-27 12:00,1.6470000000000002,0.195,1.4520000000000002,12.5
13,2020-04-27 13:00,1.203,0.2159999999999999,0.9870000000000002,12.5
14,2020-04-27 14:00,0.981,0.2309999999999999,0.7500000000000001,12.5
15,2020-04-27 15:00,1.311,0.192,1.119,12.5
16,2020-04-27 16:00,0.282,0.48,0.0,12.5
17,2020-04-27 17:00,1.053,4.635,0.0,12.5
18,2020-04-27 18:00,0.12,1.7688,0.0,12.5
19,2020-04-27 19:00,0.042,1.7622000000000002,0.0,12.5
20,2020-04-27 20:00,0.012,1.6104,0.0,12.5
21,2020-04-27 21:00,0.0,0.2159999999999999,0.0,12.5
22,2020-04-27 22:00,0.021,1.428,0.0,12.5
23,2020-04-27 23:00,0.0,0.6939306,0.0,12.5
0,2020-04-28 00:00,0.0,0.3279671999999999,0.0,12.5
1,2020-04-28 01:00,0.0,0.2159784,0.0,12.5
2,2020-04-28 02:00,0.0,0.2119788,0.0,12.5
3,2020-04-28 03:00,0.0,0.5760000000000001,0.0,12.5
4,2020-04-28 04:00,0.003,0.657,0.0,12.5
5,2020-04-28 05:00,0.012,0.336,0.0,12.5
6,2020-04-28 06:00,0.255,0.384,0.0,12.5
7,2020-04-28 07:00,0.378,7.176,0.0,12.5
8,2020-04-28 08:00,0.8639999999999999,2.712,0.0,12.5
9,2020-04-28 09:00,1.272,2.301,0.0,12.5
10,2020-04-28 10:00,1.161,2.391,0.0,12.5
11,2020-04-28 11:00,0.489,2.481,0.0,12.5
12,2020-04-28 12:00,1.029,2.565,0.0,12.5
13,2020-04-28 13:00,1.191,2.523,0.0,12.5
14,2020-04-28 14:00,1.167,1.938,0.0,12.5
15,2020-04-28 15:00,0.6900000000000001,2.211,0.0,12.5
16,2020-04-28 16:00,0.306,2.112,0.0,12.5
17,2020-04-28 17:00,0.357,4.593,0.0,12.5
18,2020-04-28 18:00,0.1109999999999999,6.402000000000001,0.0,12.5
19,2020-04-28 19:00,0.036,25.1196,0.0,12.5
20,2020-04-28 20:00,0.024,6.4350000000000005,0.0,12.5
21,2020-04-28 21:00,0.0,14.486999999999998,0.0,12.5
22,2020-04-28 22:00,0.003,8.271,0.0,12.5
23,2020-04-28 23:00,0.0,1.4718528,0.0,12.5
0,2020-04-29 00:00,0.0,1.0638936,0.0,12.5
1,2020-04-29 01:00,0.0,0.9459054,0.0,12.5
2,2020-04-29 02:00,0.0,0.2020798,0.0,12.5
3,2020-04-29 03:00,0.0,0.318,0.0,12.5
4,2020-04-29 04:00,0.012,0.579,0.0,12.5
5,2020-04-29 05:00,0.021,0.372,0.0,12.5
6,2020-04-29 06:00,0.183,0.42,0.0,12.5
7,2020-04-29 07:00,0.237,0.81,0.0,12.5
8,2020-04-29 08:00,0.489,1.044,0.0,12.5
9,2020-04-29 09:00,0.807,1.887,0.0,12.5
10,2020-04-29 10:00,0.855,0.498,0.357,12.5
11,2020-04-29 11:00,0.885,0.747,0.138,12.5
12,2020-04-29 12:00,1.035,5.979,0.0,12.5
13,2020-04-29 13:00,0.8459999999999999,8.370000000000001,0.0,12.5
14,2020-04-29 14:00,0.804,0.264,0.54,12.5
15,2020-04-29 15:00,0.63,0.969,0.0,12.5
16,2020-04-29 16:00,0.81,0.81,0.0,12.5
17,2020-04-29 17:00,0.342,0.39,0.0,12.5
18,2020-04-29 18:00,0.138,2.4024000000000005,0.0,12.5
